action	old_reference	source	new_reference	note
local_archive_image	/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_e0ed1b67-d39d-4919-831f-22b76299de11_studio+square.jpg_	/Users/jethrojones/jethro/to add to jethro site/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_e0ed1b67-d39d-4919-831f-22b76299de11_studio+square.jpg	/assets/squarespace/content_v1_4fffa949e4b0b4590d67b4e7_e0ed1b67-d39d-4919-831f-22b76299de11_studio+square.jpg	optimized 212300->212300 resize_intermediate=212300
local_archive_image	/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_f4b6e16e-e75b-4df7-b62a-41a804aae8c7_Create_an_image_that_shows_a_teacher_overburdened_with_grading_in_her_classroom.png_	/Users/jethrojones/jethro/to add to jethro site/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_f4b6e16e-e75b-4df7-b62a-41a804aae8c7_Create_an_image_that_shows_a_teacher_overburdened_with_grading_in_her_classroom.png	/assets/squarespace/content_v1_4fffa949e4b0b4590d67b4e7_f4b6e16e-e75b-4df7-b62a-41a804aae8c7_Create_an_image_that_shows_a_teacher_overburdened_with_grading_in_her_classroom.png	optimized 1266529->1266529 resize_intermediate=1266529
local_archive_image	/squarespace_images/content_v1_52a74d9ae4b0253945d2aee9_1535394848185-CGDDU4QCIRSO4U1270H3_image-asset.jpeg_	/Users/jethrojones/jethro/to add to jethro site/squarespace_images/content_v1_52a74d9ae4b0253945d2aee9_1535394848185-CGDDU4QCIRSO4U1270H3_image-asset.jpeg	/assets/squarespace/content_v1_52a74d9ae4b0253945d2aee9_1535394848185-CGDDU4QCIRSO4U1270H3_image-asset.jpeg	optimized 314133->147654 resize_intermediate=314133
local_archive_image	/squarespace_images/content_v1_52a74d9ae4b0253945d2aee9_1535394867157-MTQAOAQPKWQ68DDY1HTW_tumblr_mn8b8sLRb61rkz363o1_1280.jpg_	/Users/jethrojones/jethro/to add to jethro site/squarespace_images/content_v1_52a74d9ae4b0253945d2aee9_1535394867157-MTQAOAQPKWQ68DDY1HTW_tumblr_mn8b8sLRb61rkz363o1_1280.jpg	/assets/squarespace/content_v1_52a74d9ae4b0253945d2aee9_1535394867157-MTQAOAQPKWQ68DDY1HTW_tumblr_mn8b8sLRb61rkz363o1_1280.jpg	optimized 561847->276395 resize_intermediate=561847
remote_archive_image	https://squarespacecdn.com/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1518983765989-1AHG1KVVWSWY7YLW44OE_Screenshot-2018-01-11-at-6.17.11-AM-1024x307.png	/Users/jethrojones/jethro/to add to jethro site/squarespace_images/content_v1_4fffa949e4b0b4590d67b4e7_1518983765989-1AHG1KVVWSWY7YLW44OE_Screenshot-2018-01-11-at-6.17.11-AM-1024x307.png	/assets/squarespace/content_v1_4fffa949e4b0b4590d67b4e7_1518983765989-1AHG1KVVWSWY7YLW44OE_Screenshot-2018-01-11-at-6.17.11-AM-1024x307.png	optimized 223607->223607 resize_intermediate=223607
remote_downloaded_image	http://static.squarespace.com/static/4fffa949e4b0b4590d67b4e7/t/502bb29cc4aa7ecb517a2184/1345041052312/	http://static.squarespace.com/static/4fffa949e4b0b4590d67b4e7/t/502bb29cc4aa7ecb517a2184/1345041052312/	/assets/squarespace/1345041052312.jpg	optimized 361959->186692 resize_intermediate=361959
remote_downloaded_image	http://static1.squarespace.com/static/4fffa949e4b0b4590d67b4e7/5e4b71af4849d23c8fa36d66/5e4b71ae4849d23c8fa36c70/1582002606867/JPEG-image-8BA89DC5E0F6-1.jpeg?format=original	http://static1.squarespace.com/static/4fffa949e4b0b4590d67b4e7/5e4b71af4849d23c8fa36d66/5e4b71ae4849d23c8fa36c70/1582002606867/JPEG-image-8BA89DC5E0F6-1.jpeg?format=original	/assets/squarespace/JPEG-image-8BA89DC5E0F6-1.jpeg	optimized 36592->36592 resize_intermediate=36592
remote_left_external	http://static1.squarespace.com/static/4fffa949e4b0b4590d67b4e7/5e4b71b14849d23c8fa36d80/5e4b722b4849d23c8fa37798/1582002731915/episode1045?format=original			not an image embed
remote_downloaded_image	http://static1.squarespace.com/static/4fffa949e4b0b4590d67b4e7/5e4b71b24849d23c8fa36d94/5e4b71ae4849d23c8fa36af9/1582002606335/Pinterest.jpg?format=original	http://static1.squarespace.com/static/4fffa949e4b0b4590d67b4e7/5e4b71b24849d23c8fa36d94/5e4b71ae4849d23c8fa36af9/1582002606335/Pinterest.jpg?format=original	/assets/squarespace/Pinterest.jpg	optimized 123374->123374 resize_intermediate=123374
remote_downloaded_image	http://static1.squarespace.com/static/4fffa949e4b0b4590d67b4e7/5e4b71b24849d23c8fa36d9c/5e4b71ae4849d23c8fa36b6b/1582002606643/Screenshot-2018-02-16-09.53.40.png?format=original	http://static1.squarespace.com/static/4fffa949e4b0b4590d67b4e7/5e4b71b24849d23c8fa36d9c/5e4b71ae4849d23c8fa36b6b/1582002606643/Screenshot-2018-02-16-09.53.40.png?format=original	/assets/squarespace/Screenshot-2018-02-16-09.53.40.png	optimized 474564->474564 resize_intermediate=474564
remote_downloaded_image	http://static1.squarespace.com/static/4fffa949e4b0b4590d67b4e7/5e4b71b24849d23c8fa36db2/5e4b71ae4849d23c8fa36bbf/1582002606714/Listen_on_Apple_Podcasts_CMYK_US.jpg?format=original	http://static1.squarespace.com/static/4fffa949e4b0b4590d67b4e7/5e4b71b24849d23c8fa36db2/5e4b71ae4849d23c8fa36bbf/1582002606714/Listen_on_Apple_Podcasts_CMYK_US.jpg?format=original	/assets/squarespace/Listen_on_Apple_Podcasts_CMYK_US.jpg	optimized 6900->6900 resize_intermediate=6900
remote_downloaded_image	https://images.squarespace-cdn.com/content/v1/4fffa949e4b0b4590d67b4e7/03ca150a-5d71-4eb4-b2d8-64fd85667190/CleanShot+2023-06-14+at+13.25.57%402x.png	https://images.squarespace-cdn.com/content/v1/4fffa949e4b0b4590d67b4e7/03ca150a-5d71-4eb4-b2d8-64fd85667190/CleanShot+2023-06-14+at+13.25.57%402x.png	/assets/squarespace/CleanShot+2023-06-14+at+13.25.57%402x.png	optimized 155940->155940 resize_intermediate=155940
remote_downloaded_image	https://images.squarespace-cdn.com/content/v1/4fffa949e4b0b4590d67b4e7/1514992019296-CDE25WF69S6RA1GINW5G/Tanana+Four+Year+Plan	https://images.squarespace-cdn.com/content/v1/4fffa949e4b0b4590d67b4e7/1514992019296-CDE25WF69S6RA1GINW5G/Tanana+Four+Year+Plan	/assets/squarespace/Tanana+Four+Year+Plan.png	optimized 1169873->1648442 resize_intermediate=1648442
remote_downloaded_image	https://images.squarespace-cdn.com/content/v1/4fffa949e4b0b4590d67b4e7/1622049689340-09BSA125J588G9JUNAEC/Trauma+Podcast+Map.jpg	https://images.squarespace-cdn.com/content/v1/4fffa949e4b0b4590d67b4e7/1622049689340-09BSA125J588G9JUNAEC/Trauma+Podcast+Map.jpg	/assets/squarespace/Trauma+Podcast+Map.jpg	optimized 120425->120425 resize_intermediate=120425
remote_file_replaced	http://static.squarespace.com/static/4fffa949e4b0b4590d67b4e7/t/50211ab7e4b03f6f4d1a4ad6/1344346807454/	/assets/PBIS+as+medicine.ppt	/assets/PBIS+as+medicine.ppt	existing local file
remote_file_replaced	http://static.squarespace.com/static/4fffa949e4b0b4590d67b4e7/t/50211c5be4b098a90b8f085b/1344347227530/	/assets/PBIS+as+medicine.key	/assets/PBIS+as+medicine.key	existing local file
